96.8	50	142.278	0.000108089
84.3	50	119.116	9.41314E-05
74.1	50	101.273	8.27419E-05
64.9	50	85.148	7.24689E-05
55.2	50	69.2	6.16377E-05
44.3	50	52.152	4.94665E-05
34.6	50	38.455	3.86352E-05
26.6	50	28.042	2.97022E-05
16.5	50	16.206	1.84243E-05
8	50	7.488	8.93299E-06
96.8	50	145.879	0.000108089
83.6	50	119.066	9.33498E-05
74.6	50	102.799	8.33002E-05
65.2	50	86.059	7.28039E-05
54.9	50	68.86	6.13027E-05
44.6	50	52.727	4.98014E-05
35.1	50	39.049	3.91935E-05
25.6	50	26.656	2.85856E-05
16	50	15.498	1.7866E-05
8.4	50	7.682	9.37964E-06
96.3	50	63.882	3.60229E-05
85.5	50	54.682	3.19829E-05
75.7	50	46.716	2.8317E-05
65.9	50	39.242	2.46512E-05
55.8	50	31.803	2.08731E-05
44.9	50	24.365	1.67957E-05
35.3	50	18.245	1.32046E-05
26.6	50	13.118	9.95024E-06
15.9	50	7.316	5.9477E-06
8	50	3.515	2.99255E-06
85.7	50	54.806	3.20577E-05
74.9	50	46.183	2.80178E-05
64.4	50	38.155	2.40901E-05
55	50	31.313	2.05738E-05
43.4	50	23.448	1.62346E-05
36.1	50	18.786	1.35039E-05
26.7	50	13.264	9.98765E-06
17	50	7.947	6.35918E-06
7.5	50	3.356	2.80552E-06
96.4	50	19.045	7.24793E-06
84.6	50	16.231	6.36074E-06
76	50	14.282	5.71414E-06
67.4	50	12.403	5.06754E-06
50.1	50	8.766	3.76682E-06
47.2	50	8.228	3.54878E-06
36.1	50	6.11	2.71422E-06
26.3	50	4.329	1.97739E-06
16.1	50	2.5981	1.2105E-06
8.5	50	1.4737	6.39081E-07
96.7	50	18.858	7.27049E-06
82.8	50	15.561	6.2254E-06
76.7	50	14.114	5.76677E-06
66.5	50	11.907	4.99987E-06
56.1	50	9.711	4.21794E-06
45	50	7.462	3.38337E-06
36.2	50	5.835	2.72173E-06
25.5	50	3.92	1.91724E-06
16	50	2.3419	1.20298E-06
8	50	1.1042	6.01488E-07
95.8	50	6.512	1.79357E-06
85.4	50	5.672	1.59886E-06
75.1	50	4.872	1.40603E-06
65.3	50	4.1477	1.22255E-06
55.1	50	3.3977	1.03159E-06
45.4	50	2.7439	8.49982E-07
35.3	50	2.0919	6.60889E-07
24.6	50	1.3885	4.60563E-07
15.9	50	0.8787	2.97681E-07
8.6	50	0.4507	1.6101E-07
95.5	50	6.539	1.78796E-06
84.4	50	5.629	1.58014E-06
74.1	50	4.846	1.38731E-06
65.4	50	4.2151	1.22442E-06
54.7	50	3.4072	1.0241E-06
46.2	50	2.8626	8.6496E-07
37	50	2.2281	6.92716E-07
24.6	50	1.4988	4.60563E-07
16.8	50	1.0602	3.14531E-07
8.5	50	0.5329	1.59138E-07
96.7	50	1.8875	3.63524E-07
84.5	50	1.6201	3.17661E-07
75.4	50	1.4298	2.83451E-07
64.6	50	1.2362	2.42851E-07
56.7	50	1.0815	2.13152E-07
45.3	50	0.8686	1.70296E-07
36.2	50	0.7199	1.36087E-07
26.3	50	0.5471	9.88696E-08
96.1	50	1.7391	3.61269E-07
85.8	50	1.5329	3.22548E-07
76.2	50	1.3133	2.86459E-07
64.3	50	1.0799	2.41723E-07
55.5	50	0.9244	2.08641E-07
44.8	50	0.7762	1.68417E-07
35.5	50	0.6251	1.33455E-07
27.2	50	0.47859	1.02253E-07
